de,en,id,title
"Angebote des Familienstützpunkts: Allgemeine Beratung zu sozialen und pädagogischen Fragen, Baby-Vormittage und kostenlose Rechtsberatung zu den Themen Trennung, Scheidung und Erbrecht. 

Ein Kind wird geboren. Nichts ist mehr so wie es vorher war, obwohl man sich Monate lang darauf vorbereitet hat. Junge Eltern stehen plötzlich unter einem ganz besonderen Druck. Sie müssen intuitiv mit vielen neuen Situationen zurechtkommen, ihre Zeit neu organisieren und ihren eigenen Anspruch, gute Eltern zu sein, auf einen sensiblen Prüfstand stellen. Junge Mütter oder Väter sind oft allein mit dem Kind und der Alltagssituation. 

Eine Frau mittleren Alters möchte hin und wieder irgendwo helfen und ihre Erfahrungen als Mutter nutzen. Ohne Verpflichtungen, die sie auf längere Zeit bindet.

Mara Kowalewsky ist wellcome-Koordinatorin und Ehrenamtskoordinatorin der 
Kiezsterne. Sie verbindet, koordiniert und begleitet junge Mütter und ehrenamtlichen Kräfte, die beide in Ergänzung den Start ins Familienleben erleichtern. Die Aufgabe der Ehrenamtlichen ist es in den ersten Monate nach der Geburt, ein bis dreimal in der Woche für ein- bis zwei Stunden in die Familie zu gehen. wellcome ist praktische Hilfe für alle Familien, die nach der Geburt eines Kindes keine familiäre Unterstützung haben. Junge Mütter werden mit ehrenamtlichen Helferinnen verbunden, die sich so ergänzen. Die Familien finden Entlastung und Unterstützung, die ehrenamtlichen Helfer Anerkennung und ein erfüllendes Ehrenamt.","[DeepL:] Offers of the Family Support Center: General counseling on social and educational issues, baby mornings and free legal counseling on the topics of separation, divorce and inheritance law.

A child is born. Nothing is the same as it was before, even though you have spent months preparing for it. Young parents are suddenly under a very special pressure. They intuitively have to cope with many new situations, reorganize their time and put their own claim to be good parents to a sensitive test. Young mothers or fathers are often alone with the child and the everyday situation.

A middle-aged woman wants to help somewhere now and then and use her experience as a mother. Without obligations that bind her for a long time.

Katrin Reiner is a wellcome coordinator and parent helper for early help. She connects, coordinates and accompanies young mothers and volunteers, both of whom complement each other to facilitate a good start in family life. The volunteers' task is to visit the family one to three times a week for one to two hours during the first months after the birth. wellcome is practical help for all families who have no family support after the birth of a child. Young mothers are connected with volunteer helpers who complement each other in this way. The families find relief and support, and the volunteers find recognition and a fulfilling volunteer role.",c826a7f870a728b1,Der Familienstützpunkt
"Die Mobile Kontaktstelle Integration versorgt Geflüchtete und Menschen mit Migrationshintergrund aus unserem Stadtteil mit Information, Beratung und Hilfe zur Selbsthilfe. Wir beraten, unterstützen und möchten Perspektiven geben: Wie finde ich Sprachkurse, eine Wohnung und Arbeit? Wie finde ich einen Kita- und Schulplatz? Was brauche ich für das Studium oder die Ausbildung?

Wir geben Informationen über die Dienstleistungen der Behörden, Unterstützungsangebote und schlicht über das Leben in unserem Stadtteil mit den vielen Angeboten der Initiativen, Vereine und der Nachbarschaftshäuser. Genauso laden wir alle einheimischen Steglitzer*innen ein, mit ihren Fragen, Ideen und Anregungen oder Hilfsangeboten zum Thema Integration zu uns zu kommen.

Die Mobile Kontaktstelle Integration hilft auf dem Weg durch die Behörden und findet individuelle Hilfemöglichkeiten durch ein bewährtes Netzwerk im Bezirk. Information, Beratung und Hilfe zur Selbsthilfe in allen Fragen des alltäglichen Lebens sind die Aufgabe der Mobilen Kontaktstelle Integration. Ein Angebot sowohl für neue als auch eingesessene Nachbar*innen in persönlicher und vertraulicher Form.

 „Das Projekt wird gefördert mit Mitteln des bezirklichen Integrationsfonds Steglitz-Zehlendorf. Der Integrationsfonds ist eine Maßnahme des Gesamtkonzepts zur Integration und Partizipation Geflüchteter des Senats von Berlin.“","[DeepL:] The Mobile Contact Point Integration provides refugees and people with a migration background from our district with information, advice and help for self-help. We advise, support and want to give perspectives: How do I find language courses, an apartment and work? How do I find a place in a daycare center or school? What do I need for my studies or training?

We give information about the services of the authorities, support offers and simply about the life in our district with the many offers of the initiatives, associations and the neighborhood houses. In the same way, we invite all native Steglitz residents to come to us with their questions, ideas and suggestions or offers of help on the topic of integration.

The Mobile Contact Point Integration helps on the way through the authorities and finds individual help possibilities through a proven network in the district. Information, advice and help for self-help in all questions of everyday life are the tasks of the Mobile Contact Point Integration. An offer for both new and established neighbors in a personal and confidential form.

 ""The project is supported by the district integration fund Steglitz-Zehlendorf. The Integration Fund is a measure of the overall concept for the integration and participation of refugees of the Senate of Berlin.""",a1902ba5524fc8e1,Mobile Kontaktstelle Integration
"Die ergänzende und unabhängige Teilhabeberatung (EUTB®) richtet sich an Menschen mit chronischen Erkrankungen, (drohender) Behinderung, deren Angehörige und soziale Bezugspersonen. Wir informieren, beraten und stärken Sie in folgenden Lebensbereichen:

- Frühförderung und Bildung
- Arbeit
- Freizeit und Kontakte
- Tägliches Leben

Peer Counseling
Der Begriff „Peer Counseling“ stammt aus der weltweiten „Independent Living – Bewegung“ behinderter Menschen, die für Selbstbestimmung, Selbsthilfe und Eigenverantwortung eintreten. Hier sind die Berater\*innen „Peers“, „Gleiche“, also Menschen, die ähnliches erlebt haben wie ihre Gesprächspartner\*innen.
Bei der gemeinsamen Suche nach einem besseren Weg mit der Behinderung bringen die betroffenen Berater\*innen ihre eigenen Erfahrungen mit ein: Ihre Mühen und Ängste, ebenso ihr Selbstvertrauen und ihren Mut. Es kommt entscheidend auf den Peer Aspekt an, also dass die Berater\*innen ähnliches erlebt haben wie ihre Gesprächspartner\*innen.

Kindheit und Jugend
Menschen mit (drohenden) Behinderungen und deren Angehörigen sollen durch das Beratungsangebot der EUTB® ganzheitlich gestärkt werden. Dabei werden die individuelle Persönlichkeit und die jeweilige Situation des Menschen mit (drohender) Behinderung aufgegriffen. Zählen Sie sich zu einer sozialen Bezugsperson eines Kindes und Jugendlichen mit (drohender) Behinderung und möchten diese in Ihrer Entwicklung stärken, dann können Sie sich ebenso vertrauensvoll an uns wenden.","[DeepL:] The supplementary and independent participation counseling (EUTB®) is aimed at people with chronic illnesses, (impending) disabilities, their relatives and social caregivers. We inform, advise and strengthen you in the following areas of life:

- Early support and education
- work
- Leisure time and contacts
- Daily life

Peer Counseling
The term ""Peer Counseling"" comes from the worldwide ""Independent Living - Movement"" of disabled people, who advocate self-determination, self-help and personal responsibility. Here, the counselors are ""peers"", i.e. people who have experienced similar things as their interlocutors.
In the joint search for a better way to deal with the disability, the affected counselors bring in their own experiences: Their efforts and fears, as well as their self-confidence and courage. The peer aspect is crucial, i.e. that the consultants have experienced similar things as their interlocutors.

Childhood and adolescence
People with (threatening) disabilities and their relatives should be holistically strengthened by the counseling services of the EUTB®. The individual personality and the respective situation of the person with (threatening) disability are taken up. If you are a social caregiver of a child or adolescent with a (threatening) disability and would like to strengthen their development, you can also contact us with confidence.",7a71a07f0d9d493e,Ergänzende und unabhängige Teilhabeberatung (EUTB®)
"Wir beraten Mädchen, junge Frauen, trans, inter und nonbinary Personen bis 27 Jahren, die sexualisierte Gewalt erleben, erlebt haben oder sich davon bedroht fühlen. Auch Eltern,  andere Vertrauenspersonen und Fachkräfte können sich bei uns zu dem Thema beraten lassen. Wir informieren zu den Möglichkeiten einer Strafanzeige und begleiten auch zu Aussagen bei Gericht und Polizei. Sie können uns auch zu Fortbildungen und Prävention anfragen.","[DeepL:] We counsel girls, young women, trans, inter and nonbinary persons up to the age of 27 who experience or have experienced sexualized violence or feel threatened by it. Parents, other trusted persons and professionals can also seek advice from us on the topic. We provide information about the possibilities of filing a criminal complaint and also accompany people to testify in court and to the police. You can also ask us about training and prevention.",a7b7ae9fdfaa98c6,Mädchen*beratungsstelle Wildwasser e.V.
"In unserem Beschäftigungs- und Förderbereich (BFB) bieten wir Menschen mit höherem Assistenzbedarf und denjenigen, die auf besondere Unterstützung angewiesen sind, eine verlässliche Tagesstruktur mit anregender Arbeit, vielseitigen therapeutischen Angeboten und Hilfen im Pflegebereich an.

Vielfältige künstlerische Therapien, tiergestützte Angebote, Spaziergänge, Bewegung im Grünen, Tanzen und Trommeln sowie Bewegungs- und Entspannungsangebote ergänzen die tagesstrukturierenden Maßnahmen. Gemeinsames Musizieren mit der hauseigenen Band, kleine Ausflüge in die Umgebung und abwechslungsreiche kulturelle Veranstaltungen, wie Feste, Konzerte und Ausstellungen sind über das Jahr verteilte Höhepunkte im Alltag.

Der Beschäftigungs- und Förderbereich richtet sich an Erwachsene mit geistigen, körperlichen oder mehrfachen Behinderungen, die (noch) nicht in den Werkstätten arbeiten können oder die sich auf die Berufsbildungsgruppe des Berufsbildungsbereiches vorbereiten. Auch Schulabgänger*innen, können sich hier vor einer weiteren beruflichen Orientierung weiterentwickeln.

Außerdem ist der Bereich auch für Menschen mit höherem Assistenzbedarf eine gute Variante, in eine Tagesstruktur zurückzufinden, wenn vorher kaum Angebote wahrgenommen wurden. Er richtet sich ebenso an ältere Menschen, die noch einer Beschäftigung nachgehen wollen. Intensive Pflege und medizinische Versorgung sowie die Begleitung bei lebenspraktischen Tätigkeiten stehen hier im Vordergrund.","[DeepL:] In our employment and support area (BFB), we offer people with higher assistance needs and those who are dependent on special support a reliable daily structure with stimulating work, versatile therapeutic offers and assistance in the care area.

A variety of artistic therapies, animal-assisted activities, walks, exercise in the countryside, dancing and drumming, as well as movement and relaxation activities complement the day-structuring measures. Making music together with the in-house band, small excursions into the surrounding area and varied cultural events such as festivals, concerts and exhibitions are highlights of everyday life throughout the year.

The employment and support area is aimed at adults with mental, physical or multiple disabilities who cannot (yet) work in the workshops or who are preparing for the vocational training group of the vocational training area. School leavers can also develop their skills here before further vocational orientation.

In addition, the area is also a good option for people with higher assistance needs to find their way back into a daily structure, if hardly any offers were taken up before. It is also aimed at older people who still want to pursue an occupation. The focus here is on intensive nursing and medical care as well as assistance with practical activities.",90db03b807298a95,Beschäftigungs- und Förderbereich
"In unserem Beschäftigungs- und Förderbereich (BFB) bieten wir Menschen mit höherem Assistenzbedarf und denjenigen, die auf besondere Unterstützung angewiesen sind, eine verlässliche Tagesstruktur mit anregender Arbeit, vielseitigen therapeutischen Angeboten und Hilfen im Pflegebereich an.

Vielfältige künstlerische Therapien, tiergestützte Angebote, Spaziergänge, Bewegung im Grünen, Tanzen und Trommeln sowie Bewegungs- und Entspannungsangebote ergänzen die tagesstrukturierenden Maßnahmen. Gemeinsames Musizieren mit der hauseigenen Band, kleine Ausflüge in die Umgebung und abwechslungsreiche kulturelle Veranstaltungen, wie Feste, Konzerte und Ausstellungen sind über das Jahr verteilte Höhepunkte im Alltag.

Der Beschäftigungs- und Förderbereich richtet sich an Erwachsene mit geistigen, körperlichen oder mehrfachen Behinderungen, die (noch) nicht in den Werkstätten arbeiten können oder die sich auf die Berufsbildungsgruppe des Berufsbildungsbereiches vorbereiten. Auch Schulabgänger*innen, können sich hier vor einer weiteren beruflichen Orientierung weiterentwickeln.

Außerdem ist der Bereich auch für Menschen mit höherem Assistenzbedarf eine gute Variante, in eine Tagesstruktur zurückzufinden, wenn vorher kaum Angebote wahrgenommen wurden. Er richtet sich ebenso an ältere Menschen, die noch einer Beschäftigung nachgehen wollen. Intensive Pflege und medizinische Versorgung sowie die Begleitung bei lebenspraktischen Tätigkeiten stehen hier im Vordergrund.","[DeepL:] In our employment and support area (BFB), we offer people with higher assistance needs and those who are dependent on special support a reliable daily structure with stimulating work, versatile therapeutic offers and assistance in the care area.

A variety of artistic therapies, animal-assisted activities, walks, exercise in the countryside, dancing and drumming, as well as movement and relaxation activities complement the day-structuring measures. Making music together with the in-house band, small excursions into the surrounding area and varied cultural events such as festivals, concerts and exhibitions are highlights of everyday life throughout the year.

The employment and support area is aimed at adults with mental, physical or multiple disabilities who cannot (yet) work in the workshops or who are preparing for the vocational training group of the vocational training area. School leavers can also develop their skills here before further vocational orientation.

In addition, the area is also a good option for people with higher assistance needs to find their way back into a daily structure, if hardly any offers were taken up before. It is also aimed at older people who still want to pursue an occupation. The focus here is on intensive nursing and medical care as well as assistance with practical activities.",1e25e6fa619c2b40,Beschäftigungs- und Förderbereich
"In unserer Tagesstätte unterstützen wir psychisch erkrankte Menschen dabei, ihre seelische und körperliche Gesundheit zu stabilisieren. In einem sicheren und wertschätzenden Rahmen bieten wir kreative Betätigungsmöglichkeiten an. Sie sind mit intensiver therapeutischer Begleitung verbunden. Zusammen mit unseren Bildungsangeboten, dem Einüben alltagspraktischer Fähigkeiten und Möglichkeiten der Freizeitgestaltung fördern sie die Orientierung im Alltag und schaffen eine verlässliche Tagesstruktur. Den Besucher*innen eröffnen sich Wege, eigene Strategien für ihre Lebensqualität zu entwickeln.

Unsere Besucher*innen nutzen Rückzugsmöglichkeiten in der Natur oder in unseren Räumlichkeiten und sind nach Wunsch in wohltuender Atmosphäre für sich und in Gemeinschaft. Durch selbstgewählte Begegnungen finden sie Kontakte und Austausch. Für Gesprächsrunden, Einzelgespräche und Beratung bieten wir Raum, Zeit und Fachkompetenz.

Vielfältige Anregungen zur aktiven Tagesgestaltung helfen, eigene Fähigkeiten neu oder wieder zu entdecken, sich selbst wertzuschätzen und Freude am Leben zu finden.","[DeepL:] In our day care center, we support mentally ill people in stabilizing their mental and physical health. We offer creative activities in a safe and respectful environment. They are combined with intensive therapeutic support. Together with our educational programs, the practice of practical daily skills and opportunities for leisure activities, they promote orientation in everyday life and create a reliable daily structure. The visitors find ways to develop their own strategies for their quality of life.

Our visitors take advantage of retreats in nature or on our premises and, if they wish, they can spend time in a pleasant atmosphere for themselves and in community. Through self-selected encounters they find contacts and exchange. We offer space, time and expertise for discussion groups, individual conversations and counseling.

A wide range of suggestions for active daily activities help people to discover or rediscover their own abilities, to value themselves and to find joy in life.",6822789781bc19d8,Tagesstätte für psychisch kranke Menschen
"Interessierte können sich in unserem dreimonatigen Eingangsverfahren mit den Werkstätten vertraut machen. 

Gemeinsam finden wir heraus, ob die Werkstatt mit ihren Qualifizierungsangeboten der geeignete Ort ist. 

In Form von Arbeitsproben aus den Berufsfeldern lernen die Teilnehmenden die Arbeitsumgebung und die Fachkräfte kennen. 

Sie erfahren: Wo liegen meine Stärken, Interessen und Fähigkeiten? Wie kann ich mich am besten weiter entwickeln? Was habe ich beruflich vor? 

Unsere Bildungs- und Praxisbegleiter*innen stehen während dieser Orientierungsphase beratend zur Seite und begleiten bei der beruflichen und persönlichen Entwicklung.","[DeepL:] Interested parties can familiarize themselves with the workshops in our three-month entry procedure.

Together we find out whether the workshop with its qualification offers is the right place.

In the form of work samples from the occupational fields, participants get to know the working environment and the skilled workers.

They learn: Where do my strengths, interests and skills lie? How can I best develop myself further? What are my career plans?

During this orientation phase, our educational and practical mentors provide advice and support for professional and personal development.",b831cf785e9628b2,Berufliche Bildung
"Arbeit und ein strukturierter Tagesablauf sind Bestätigung und Identifizierung, schaffen soziale Kontakte und stärken das Selbstbewusstsein. Vor diesem Hintergrund bietet unsere anerkannte Werkstatt für behinderte Menschen (WfbM) allen Interessierten eine große Bandbreite von Angeboten in den Bereichen Handwerk, industrielle Fertigung und Dienstleistung. Je nach Vorlieben, Kenntnissen und Ressourcen finden sie hier den passenden Arbeitsplatz für eine langfristige Tätigkeit, in deren Rahmen auch die persönliche Weiterentwicklung und berufliche Bildung und Qualifizierung unterstützt wird.

Unser Angebot richtet sich an Menschen mit Assistenzbedarf, die vorübergehend nicht auf dem allgemeinen Arbeitsmarkt tätig sein können. Ob beruflicher Einstieg, Neubeginn nach einer Erkrankung oder eine langfristige Tätigkeit in dem gewünschten Berufsfeld – wir finden für jeden Interessierten den individuell auf seine Bedürfnisse abgestimmten Arbeitsplatz.

Alle unsere Produkte sind marktfähig und das Ergebnis gemeinsamer Arbeit im Team. Sie tragen die Handschrift aller beteiligten Mitarbeiter*innen. So kann jede und jeder den eigenen Anteil am erzeugten Produkt erkennen und wertschätzen.","[DeepL:] Work and a structured daily routine are confirmation and identification, create social contacts and strengthen self-confidence. Against this background, our recognized workshop for people with disabilities (WfbM) offers all interested parties a wide range of opportunities in the areas of crafts, industrial manufacturing and services. Depending on their preferences, knowledge and resources, they will find the right job here for a long-term activity in which personal development and vocational training and qualification are also supported.

Our offer is aimed at people with assistance needs who are temporarily unable to work in the general labor market. Whether it is a career start, a new beginning after an illness or a long-term activity in the desired occupational field - we find the job individually tailored to the needs of each interested person.

All our products are marketable and the result of joint teamwork. They bear the signature of all employees involved. In this way, everyone can recognize and appreciate their own share in the product created.",1b11af4b1413089b,"Anerkannte Werkstatt für behinderte Menschen, WfbM"
"Sicher in der Gemeinschaft und ganz privat in den eigenen vier Wänden: In unserem Wohnverbund aus drei Wohngemeinschaften in Wedding bieten wir 11 Plätze für junge Erwachsene an. Ziel unseres Wohnangebotes ist es, ein weitgehend selbstbestimmtes und gleichberechtigtes Leben in der Gemeinschaft zu ermöglichen.

Hier können alle aktiv Möglichkeiten nutzen und sich ausprobieren: Das eigene Zimmer selbst einrichten, im gemütlichen Wohnraum zusammen sein oder in der WG-Küche gemeinsam kochen. Auch mit öffentlichen Verkehrsmitteln ist die WG gut zu erreichen. In der Nähe liegen viele Geschäfte und Cafés.

Unsere Mitarbeiter*innen beraten und unterstützen, ob es um‘s Einkaufen oder Kochen, Wäschepflege oder den Umgang mit Geld geht, um Freizeitgestaltung oder darum, eine angepasste Therapie zu finden. Bei Bedarf begleiten wir auch zu Ämtern oder zum Arzt oder leisten bei rechtlichen Angelegenheiten Hilfestellung. Und auf selbstorganisierten Reisen machen wir gemeinsam entspannt Urlaub.","[DeepL:] Safe in the community and completely private within your own four walls: In our residential network of three shared apartments in Wedding, we offer 11 places for young adults. The aim of our residential offer is to enable a largely self-determined and equal life in the community.

Here, everyone can actively take advantage of opportunities and try things out: Furnish their own room themselves, be together in the cozy living room or cook together in the WG kitchen. The WG is also easy to reach by public transport. There are many stores and cafés nearby.

Our staff provide advice and support, whether it is about shopping or cooking, laundry care or dealing with money, about leisure activities or finding an appropriate therapy. If necessary, we also accompany them to the authorities or to the doctor, or provide assistance with legal matters. And on self-organized trips, we take a relaxed vacation together.",54d0a8d20d1a882f,"Ambulant betreutes Wohnen, Wohngemeinschaften"
"Unser Hospiz im Nordosten Berlins liegt in dem ruhigen Wohngebiet LudwigPark. Das sanierte und völlig neu gestaltete Gründerzeithaus liegt inmitten des gleichnamigen grünen Wohnensembles mit kleinen Wegen, Brunnen und Arkaden. Gleich an das Hospiz schließt sich ein Wäldchen zum Spazierengehen an. Menschenwürde und Selbstbestimmung unserer Gäste sind die Grundlage für die Arbeit aller begleitenden Mitarbeiter_innen in unserem Haus. Sie können darauf vertrauen, dass persönliche Wertvorstellungen, Wünsche und Bedürfnisse den Aufenthalt bei uns bestimmen.","[DeepL:] Our hospice in the northeast of Berlin is located in the quiet residential area LudwigPark. The renovated and completely redesigned Wilhelminian style house is located in the middle of the green residential ensemble of the same name with small paths, fountains and arcades. Right next to the hospice is a small wood for walks. Human dignity and self-determination of our guests are the basis for the work of all accompanying employees in our house. You can trust that personal values, wishes and needs will determine your stay with us.",314522ae6bf9d909,LudwigPark
"Fast jede_r dritte Berliner_in hat einen Migrationshintergrund, in Brandenburg sind es immerhin sechs Prozent. Die meisten dieser Menschen werden im Alter und zum Sterben nicht in ihre Heimat zurückkehren. Unser interkultureller Hospizdienst begleitet Sterbende aus verschiedenen Kulturräumen am Ende ihres Lebens. Fremde Gewohnheiten, unterschiedliche Religionen und Lebensauffassungen sowie kulturell geprägte Krankheitsempfindungen und Schmerzausdrücke können im Alltag zu Missverständnissen führen. Deshalb ist die einfühlsame und kultursensible Begleitung am Lebensende umso bedeutsamer.","[DeepL:] Almost one in three Berliners has a migration background, in Brandenburg the figure is six percent. Most of these people will not return to their home country in old age or to die. Our intercultural hospice service accompanies dying people from different cultural backgrounds at the end of their lives. Foreign habits, different religions and views of life, as well as culturally influenced perceptions of illness and expressions of pain can lead to misunderstandings in everyday life. That is why empathetic and culturally sensitive care at the end of life is all the more important.",3131000a7ca55800,Dong Ban Ja
"Unser ambulanter Hospizdienst begleitet Menschen in ihrer letzten Lebensphase und deren Angehörige und Freunde. Die Begleitungen finden in der häuslichen Umgebung der sterbenden Menschen sowie in Pflegeeinrichtungen oder Kliniken statt. Ein Netzwerk aus Hauptamtlichen und Ehrenamtlichen aktiviert für die Betroffenen und deren Familien individuelle, vieslseitige Unterstützungsangebote.","[DeepL:] Our outpatient hospice service accompanies people in their last phase of life and their relatives and friends. The accompaniment takes place in the home environment of the dying person as well as in nursing homes or clinics. A network of full-time staff and volunteers activates individual, vital support services for those affected and their families.",a4973282e9d42b77,VISITE
" Berliner Herz Voll- und teilstationäres Kinderhospiz Das stationäre Kinderhospiz Berliner Herz ist eine kleine, kindgerecht gestaltete Einrichtung für insgesamt neun Gäste. Wir verfolgen ein bundesweit einzigartiges Konzept: Neben der klassischen vollstationären Aufnahme bieten wir auch eine teilstationäre, stundenweise Entlastung. Familien können dieses Angebot als Tagespflege zwischen 7 und 19 Uhr oder als Nachtpflege zwischen 19 und 7 Uhr nutzen. Unsere hochqualifizierten Pflegefachkräfte arbeiten im Alltag des Kinderhospizes eng mit einem pädagogischen Team zusammen. Wir können so den Tagesablauf sehr individuell auf die Bedürfnisse unserer Gäste und mit Rücksicht auf ihren jeweiligen Gesundheitszustand gestalten.","[DeepL:] The inpatient children's hospice Berlin Heart is a small, child-friendly facility for a total of nine guests. In our home, we pursue a concept that is unique in Germany: In addition to the classic full inpatient admission, we also offer partial inpatient, hourly relief.  Families can take advantage of this offer as day care between 7 a.m. and 7 p.m. or as night care between 7 p.m. and 7 a.m. Our highly qualified nursing staff work closely with a pedagogical team in the daily routine of the children's hospice. This allows us to design the daily routine very individually to the needs of our guests and with consideration for their respective state of health.",ccd80ff87865c850,Kinderhospiz Berliner Herz
"Unser ambulanter Kinderhospizdienst unterstützt Familien mit lebensverkürzend erkrankten Kindern zu Hause bei der Bewältigung ihres Alltags sowie während des Klinikaufenthalts. In Berlin steht diesen Familien ein umfassendes Hilfenetzwerk zur Verfügung, die hauptamtlichen Koordinator_innen beraten und unterstützen professionell und vermitteln passgenaue Hilfsangebote. Ehrenamtliche Familienbegleiter_innen entlasten zusätzlich und werden da tätig, wo sie am meisten gebraucht werden, ob für die Erledigung alltäglicher Dinge, die Unterstützung von Geschwistern oder als Zuhörer.","[DeepL:] Our outpatient children's hospice service supports families with life-shortening children at home in managing their everyday lives and during hospitalization. In Berlin, these families have access to a comprehensive support network, and the full-time coordinators provide professional advice and support and arrange for the right kind of help. Volunteer family companions provide additional relief and become active where they are most needed, whether for doing everyday things, supporting siblings or as a listener.",d12e417f6852085e,Berliner Herz
"Das Stadtteilzentrum SüdOst ist ein Kooperationsprojekt zwischen dem Stadtteilzentrum Steglitz e.V. und dem Mittelhof e.V.. Es besteht aus zwei Standorten: Dem Nachbarschaftsladen Leonie in der Leonorenstraße 85 und dem Nachbarschaftshaus Lilienthal in der Schütte-Lanz-Straße 43.

Das Nachbarschaftshaus Lilienthal engagiert sich bereits seit Jahren in der Nachbarschafts- und Familienarbeit im Bezirk. An dem Standort sind auch das interkulturelle Familienzentrum sowie das Café Lilienthal zu finden.

Der Nachbarschaftsladen Leonie in der Leonorenstraße 85 eröffnete im Mai 2021 offiziell seine Türen für Besucher*innen. 

Die beiden Häuser sind EIN Projekt und arbeiten sehr eng zusammen. Den Standort in der Leonorenstraße verantwortet das Stadtteilzentrum Steglitz mit Katja Krause als Ansprechpartnerin, das Nachbarschaftshaus Lilienthal wird von Hanno Giese vom Mittelhof geleitet.

Die Angebote des Stadtteilzentrums SüdOst orientieren sich ganz und gar an den Bedarfen der Nachbar*innen. Ob Skatrunde, Literaturabend, Yoga-Kurs, Babygruppe, Hausaufgabenbetreuung oder eine Bürgerinitiative für weniger Müll im Kiez – was auch immer die Nachbar*innen initiieren möchten, hier werden ihnen der nötige Raum und jegliche mögliche Unterstützung zur Verfügung gestellt.
","[DeepL:] In the middle of Lichterfelde and Lankwitz, the new district center in the southeast of the city opens its doors this year. Two lively and communicative meeting places are being created here for people from the neighborhood and beyond. The Stadtteilzentrum SüdOst is a joint project of Stadtteilzentrum Steglitz e.V. and Mittelhof e.V. The locations of the Stadtteilzentrum SüdOst are at Leonorenstrasse 85 in Lankwitz and at NBH Lilienthal at Schütte-Lanz-Strasse 41 in Lichterfelde.

What we do:
Making more and better neighborhoods possible - that's what's most important to us. And we offer much more than just a neighborhood café: We provide help and support for families, senior citizens, young people, as well as for the residents of the shared housing next door. But also local initiatives and self-help groups can find their meeting places here. Welcome neighbors!

Invitation to join in:
We are interested in the wishes of our neighbors! Let us know what we should include in our planning, in our offers for the two meeting places. For example, what should the name of our neighborhood meeting place in Lankwitz be?
We look forward to receiving emails or mail:<br>
E-mail: post@stz-südost.de<br>
Letter: Hallo Nachbar\*in, Leonorenstrasse 85, 12247 Berlin",253c50937cc05845,Stadtteilzentrum SüdOst
"Das Projekt „Kreativhaus“ ergänzt seit 2018 das Angebot des Kinder- und Jugendhauses Immenweg. Es richtet sich an Jugendliche und junge Erwachsene mit und ohne Fluchterfahrung. Die Teilnehmenden bekommen hier die Möglichkeit, sich mittels Kunst auszudrücken und das Erlebte zu verarbeiten. 

Die künstlerische Auseinandersetzung mit den eigenen Erlebnissen geschieht in verschiedenen Workshops. Neben Kunst- und Kreativ-Angeboten gibt es auch einen Theaterworkshop. Die Ergebnisse werden anschließend in Rahmen von Ausstellungen und Aufführungen der Öffentlichkeit zugänglich gemacht. Begleitend dazu finden thematisch passende Ausflüge ins Museum oder zu Ausstellungen statt. 

Das Kreativhaus schafft einen Begegnungsort für Jugendliche mit und ohne Fluchterfahrung. Dadurch wird die gegenseitige Verständigung gefördert und Vorurteile abgebaut. 

Durch die Idee, ein solches Angebot an eine Kinder- und Jugendfreizeiteinrichtung anzubinden, konnten die Ressourcen der Einrichtung wie das Netzwerk, die Räume und die Öffentlichkeitsarbeit ganz einfach mitgenutzt werden. Dank der Förderung durch das Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ) wurde aus der Idee Wirklichkeit. Das „Kreativhaus“ ist ein fester Bestandteil des Kinder- und Jugendhauses Immenweg und erfreut sich großer Beliebtheit.","[DeepL:] Since 2018, the ""Kreativhaus"" project has supplemented the services offered by the Immenweg children's and youth center. It is aimed at adolescents and young adults with and without refugee experience. The participants are given the opportunity to express themselves through art and to process what they have experienced.

The artistic examination of their own experiences takes place in various workshops. In addition to art and creative activities, there is also a theater workshop. The results are then made available to the public in the form of exhibitions and performances. This is accompanied by thematically appropriate excursions to museums or exhibitions.

The Kreativhaus creates a meeting place for young people with and without refugee experience. This promotes mutual understanding and reduces prejudices.

The idea of linking such an offer to a children's and youth recreational facility made it easy to share the facility's resources, such as the network, the rooms and the public relations work. Thanks to funding from the German Federal Ministry for Family Affairs, Senior Citizens, Women and Youth (BMFSFJ), the idea became reality. The ""Kreativhaus"" is a permanent feature of the Immenweg children's and youth center and enjoys great popularity.",515199153f1b8b26,Das Kreativhaus
