id,relevance_score,confidence_score,freebase_types,desc_index
Krankenhaus,0.1581,1.856,"['/fictional_universe/type_of_fictional_setting', '/architecture/building_function', '/organization/contact_category', '/media_common/quotation_subject', '/location/location', '/organization/organization_sector', '/architecture/building', '/book/book_subject', '/architecture/structure']",26
Betreutes Wohnen,0.3639,1.836,['/business/industry'],27
Gesundheit,0.2682,1.03,"['/media_common/quotation_subject', '/business/industry', '/organization/organization_sector', '/media_common/literary_genre', '/internet/website_category', '/education/field_of_study', '/radio/radio_subject', '/broadcast/genre', '/media_common/media_genre', '/exhibitions/exhibition_subject', '/internet/blog', '/business/product_category', '/organization/organization_type', '/book/book_subject', '/book/periodical_subject']",27
Multiple Sklerose,0.2416,7.06,"['/medicine/risk_factor', '/book/book_subject', '/fictional_universe/fictional_object', '/film/film_subject', '/medicine/icd_9_cm_classification', '/people/cause_of_death', '/organization/organization_sector', '/medicine/disease', '/medicine/disease_cause']",27
Kultur,0.2088,1.554,"['/architecture/museum', '/architecture/structure', '/location/location', '/projects/project_focus', '/travel/tourist_attraction', '/architecture/building']",27
Psychologische Beratung,0.1975,1.846,"['/business/industry', '/medicine/medical_treatment', '/education/field_of_study', '/organization/organization_sector']",27
Sport,0.1757,1.083,"['/comic_books/comic_book_genre', '/tv/tv_genre', '/book/periodical_subject', '/media_common/media_genre_equivalent_topic', '/book/magazine_genre', '/internet/website_category', '/broadcast/content', '/broadcast/radio_format', '/broadcast/genre', '/tv/tv_subject', '/exhibitions/exhibition_subject', '/education/field_of_study', '/medicine/risk_factor', '/business/industry', '/tv/tv_series_season', '/media_common/quotation_subject', '/computer/software_genre', '/book/book_subject', '/organization/organization_sector', '/award/hall_of_fame_discipline', '/award/award_discipline', '/film/film_subject', '/radio/radio_subject', '/business/consumer_product', '/media_common/media_genre', '/film/film_genre', '/cvg/cvg_genre']",27
Berlin,0.1688,2.334,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",27
Pflegedienste,0.0,0.5,['/organization/organization'],27
BEW,0.0,0.5,['/organization/organization'],27
25,0.0,0.5,[],27
Kiez,0.1153,2.888,[],28
Mnemotechnik,0.1097,1.708,[],28
Heerstraße Nord,0.05622,2.372,['/location/location'],28
Förderervereins Heerstraße Nord e.V.,0.0,0.5,['/organization/organization'],28
Sozialstation,0.1743,2.244,['/book/book_subject'],29
1981,0.0,0.5,[],29
Waldkrankenhaus,0.0,0.5,['/location/location'],29
Heerstraße (Berlin),0.3155,1.147,['/location/location'],30
Pflegebedarf,0.1744,1.594,[],30
Heerstraße Nord,0.1677,2.442,['/location/location'],30
Hauspflegedienst Heerstraße Nord,0.0,0.5,['/location/location'],30
Berlin-Prenzlauer Berg,0.2013,1.061,"['/location/location', '/location/citytown', '/film/film_location', '/location/statistical_region', '/location/dated_location']",31
Kultur,0.1375,1.141,"['/architecture/museum', '/architecture/structure', '/location/location', '/projects/project_focus', '/travel/tourist_attraction', '/architecture/building']",31
Berlin,0.1353,2.127,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",31
EWA,0.0,0.5,['/people/person'],31
1990,0.0,0.5,[],31
Hilflosigkeit,0.345,0.9968,[],32
Schuldgefühl,0.3362,2.17,[],32
Selbstwirksamkeitserwartung,0.3228,3.906,[],32
Trauer,0.3036,1.498,"['/media_common/quotation_subject', '/book/book_subject']",32
Angst,0.158,1.949,"['/media_common/quotation_subject', '/book/book_subject', '/medicine/disease_cause', '/medicine/risk_factor', '/medicine/disease', '/medicine/symptom']",32
Berlin,0.1222,2.274,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",32
Verzweiflung,0.1141,1.057,['/medicine/disease'],32
Tonstudio,0.2451,2.34,"['/architecture/building_function', '/book/book_subject', '/business/industry']",33
Tonstudio,0.2077,2.34,"['/architecture/building_function', '/book/book_subject', '/business/industry']",33
Berlin-Steglitz,0.1415,2.122,['/location/location'],33
Berlin-Lichterfelde,0.09716,2.329,['/location/location'],33
Bahnhof Berlin-Lichterfelde Süd,0.06217,2.169,"['/location/location', '/metropolitan_transit/transit_stop', '/architecture/structure']",33
Region (Frankreich),0.02742,1.464,[],33
Region Lichterfelde Süd,0.0,0.5,['/location/location'],33
21,0.0,0.5,[],33
6,0.0,0.5,[],33
AGs,0.0,0.5,['/organization/organization'],33
Gesundheits- und Krankenpfleger,0.2572,1.231,"['/fictional_universe/character_occupation', '/people/profession', '/book/book_subject']",34
Tagespflege,0.1676,2.302,[],34
Berlin-Spandau,0.02322,2.804,"['/location/citytown', '/location/location', '/location/statistical_region', '/location/dated_location']",34
25,0.0,0.5,[],34
Behinderung,0.2998,1.966,"['/media_common/quotation_subject', '/book/book_subject', '/organization/organization_sector', '/tv/tv_subject', '/film/film_subject']",35
Berlin-Spandau,0.1865,1.634,"['/location/citytown', '/location/location', '/location/statistical_region', '/location/dated_location']",35
Kiez,0.1222,2.88,[],35
Seniorenzentrum,0.167,1.323,['/book/book_subject'],36
Herzlich willkommen,0.1567,1.037,[],36
Berlin-Steglitz,0.06436,2.054,['/location/location'],36
Gymnastik,0.02363,1.619,"['/award/hall_of_fame_induction_category', '/interests/hobby', '/fictional_universe/character_powers', '/sports/sport', '/interests/interest', '/book/book_subject', '/book/magazine_genre', '/media_common/media_genre']",36
12.9999999999999999974,0.0,0.5,[],36
13.9999999999999999974,0.0,0.5,[],36
www.pflegestuetzpunkteberlin.de,0.0,0.5,[''],36
Anja,0.0,0.5,['/people/person'],36
15.9999999999999999965,0.0,0.5,[],36
8.99999999999999999827,0.0,0.5,[],36
14.9999999999999999974,0.0,0.5,[],36
17.9999999999999999965,0.0,0.5,[],36
30,0.0,0.5,[],36
85,0.0,0.5,[],36
76,0.0,0.5,[],36
